,statement,test_list,guiding_assertion,fname
368,Write a function to find area of a sector. The function takes the radius and angle as inputs. Function should return None if the angle is larger than 360 degrees.,"['assert sector_area(4,45)==6.283185307179586', 'assert sector_area(9,45)==31.808625617596654', 'assert sector_area(9,361)==None']","assert sector_area(4,45)==6.283185307179586",sector_area
369,Write a function to find the longest common subsequence for the given three string sequence. https://www.geeksforgeeks.org/lcs-longest-common-subsequence-three-strings/,"[""assert lcs_of_three('AGGT12', '12TXAYB', '12XBA') == 2"", ""assert lcs_of_three('Reels', 'Reelsfor', 'ReelsforReels') == 5"", ""assert lcs_of_three('abcd1e2', 'bc12ea', 'bd1ea') == 3""]","assert lcs_of_three('AGGT12', '12TXAYB', '12XBA') == 2",lcs_of_three
370,Write a function to put spaces between words starting with capital letters in a given string.,"['assert capital_words_spaces(""Python"") == \'Python\'', 'assert capital_words_spaces(""PythonProgrammingExamples"") == \'Python Programming Examples\'', 'assert capital_words_spaces(""GetReadyToBeCodingFreak"") == \'Get Ready To Be Coding Freak\'']","assert capital_words_spaces(""Python"") == 'Python'",capital_words_spaces
371,Write a function to sort a given list of strings of numbers numerically. https://www.geeksforgeeks.org/python-sort-numeric-strings-in-a-list/,"[""assert sort_numeric_strings( ['4','12','45','7','0','100','200','-12','-500'])==[-500, -12, 0, 4, 7, 12, 45, 100, 200]"", ""assert sort_numeric_strings(['2','3','8','4','7','9','8','2','6','5','1','6','1','2','3','4','6','9','1','2'])==[1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 6, 6, 7, 8, 8, 9, 9]"", ""assert sort_numeric_strings(['1','3','5','7','1', '3','13', '15', '17','5', '7 ','9','1', '11'])==[1, 1, 1, 3, 3, 5, 5, 7, 7, 9, 11, 13, 15, 17]""]","assert sort_numeric_strings( ['4','12','45','7','0','100','200','-12','-500'])==[-500, -12, 0, 4, 7, 12, 45, 100, 200]",sort_numeric_strings
372,Write a function to add the given tuple to the given list.,"['assert add_tuple([5, 6, 7], (9, 10)) == [5, 6, 7, 9, 10]', 'assert add_tuple([6, 7, 8], (10, 11)) == [6, 7, 8, 10, 11]', 'assert add_tuple([7, 8, 9], (11, 12)) == [7, 8, 9, 11, 12]']","assert add_tuple([5, 6, 7], (9, 10)) == [5, 6, 7, 9, 10]",add_tuple
373,Write a function to check if the given array represents min heap or not. https://www.geeksforgeeks.org/how-to-check-if-a-given-array-represents-a-binary-heap/,"['assert check_min_heap([1, 2, 3, 4, 5, 6]) == True', 'assert check_min_heap([2, 3, 4, 5, 10, 15]) == True', 'assert check_min_heap([2, 10, 4, 5, 3, 15]) == False']","assert check_min_heap([1, 2, 3, 4, 5, 6]) == True",check_min_heap
374,"Write a function to find the nth jacobsthal number. https://www.geeksforgeeks.org/jacobsthal-and-jacobsthal-lucas-numbers/ 0, 1, 1, 3, 5, 11, 21, 43, 85, 171, 341, 683, 1365, 2731, ...","['assert jacobsthal_num(5) == 11', 'assert jacobsthal_num(2) == 1', 'assert jacobsthal_num(4) == 5', 'assert jacobsthal_num(13) == 2731']",assert jacobsthal_num(5) == 11,jacobsthal_num
375,Write a function to find minimum k records from tuple list. https://www.geeksforgeeks.org/python-find-minimum-k-records-from-tuple-list/ - in this case a verbatim copy of test cases,"[""assert min_k([('Manjeet', 10), ('Akshat', 4), ('Akash', 2), ('Nikhil', 8)], 2) == [('Akash', 2), ('Akshat', 4)]"", ""assert min_k([('Sanjeev', 11), ('Angat', 5), ('Akash', 3), ('Nepin', 9)], 3) == [('Akash', 3), ('Angat', 5), ('Nepin', 9)]"", ""assert min_k([('tanmay', 14), ('Amer', 11), ('Ayesha', 9), ('SKD', 16)], 1) == [('Ayesha', 9)]""]","assert min_k([('Manjeet', 10), ('Akshat', 4), ('Akash', 2), ('Nikhil', 8)], 2) == [('Akash', 2), ('Akshat', 4)]",min_k
376,"We say that an element is common for lists l1, l2, l3 if it appears in all three lists under the same index. Write a function to find common elements from three lists. The function should return a list.","['assert extract_index_list([1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[1, 7]', 'assert extract_index_list([1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 6, 5],[0, 1, 2, 3, 4, 6, 7])==[1, 6]', 'assert extract_index_list([1, 1, 3, 4, 6, 5, 6],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[1, 5]', 'assert extract_index_list([1, 2, 3, 4, 6, 6, 6],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[]']","assert extract_index_list([1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[1, 7]",extract_index_list
377,Write a function to find the second smallest number in a list.,"['assert second_smallest([1, 2, -8, -2, 0, -2])==-2', 'assert second_smallest([1, 1, -0.5, 0, 2, -2, -2])==-0.5', 'assert second_smallest([2,2])==None', 'assert second_smallest([2,2,2])==None']","assert second_smallest([1, 2, -8, -2, 0, -2])==-2",second_smallest
378,Write a function that matches a string that has an 'a' followed by one or more 'b's. https://www.w3resource.com/python-exercises/re/python-re-exercise-3.php,"['assert text_match_zero_one(""ac"")==False', 'assert text_match_zero_one(""dc"")==False', 'assert text_match_zero_one(""abbbba"")==True', 'assert text_match_zero_one(""dsabbbba"")==True', 'assert text_match_zero_one(""asbbbba"")==False', 'assert text_match_zero_one(""abaaa"")==True']","assert text_match_zero_one(""ac"")==False",text_match_zero_one
379,Write a function to count the pairs of reverse strings in the given string list. https://www.geeksforgeeks.org/python-program-to-count-the-pairs-of-reverse-strings/,"['assert count_reverse_pairs([""julia"", ""best"", ""tseb"", ""for"", ""ailuj""])== 2', 'assert count_reverse_pairs([""geeks"", ""best"", ""for"", ""skeeg""]) == 1', 'assert count_reverse_pairs([""makes"", ""best"", ""sekam"", ""for"", ""rof""]) == 2']","assert count_reverse_pairs([""julia"", ""best"", ""tseb"", ""for"", ""ailuj""])== 2",count_reverse_pairs
380,Write a function to count lists within a list. The function should return a dictionary where every list is converted to a tuple and the value of such tuple is the number of its occurencies in the original list.,"['assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]] )=={(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}', ""assert unique_sublists([['green', 'orange'], ['black'], ['green', 'orange'], ['white']])=={('green', 'orange'): 2, ('black',): 1, ('white',): 1}"", 'assert unique_sublists([[10, 20, 30, 40], [60, 70, 50, 50], [90, 100, 200]])=={(10, 20, 30, 40): 1, (60, 70, 50, 50): 1, (90, 100, 200): 1}', ""assert unique_sublists([['john']])=={('john',): 1}""]","assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]] )=={(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}",unique_sublists
381,Write a function to check whether a given string is a decimal number with a precision of 2.,"[""assert is_decimal('123.11')==True"", ""assert is_decimal('e666.86')==False"", ""assert is_decimal('3.124587')==False"", ""assert is_decimal('1.11')==True"", ""assert is_decimal('1.1.11')==False""]",assert is_decimal('123.11')==True,is_decimal
382,Write a python function to check whether a list of numbers contains only one distinct element or not.,"['assert unique_Element([1,1,1]) == True', 'assert unique_Element([1,2,1,2]) == False', 'assert unique_Element([1,2,3,4,5]) == False']","assert unique_Element([1,1,1]) == True",unique_Element
383,Write a function to check whether the given month number contains 30 days or not. Months are given as number from 1 to 12.,"['assert check_monthnumber_number(6)==True', 'assert check_monthnumber_number(2)==False', 'assert check_monthnumber_number(12)==False']",assert check_monthnumber_number(6)==True,check_monthnumber_number
384,Write a python function to find the minimum difference between any two elements in a given array. https://www.geeksforgeeks.org/find-minimum-difference-pair/,"['assert find_min_diff((1,5,3,19,18,25),6) == 1', 'assert find_min_diff((4,3,2,6),4) == 1', 'assert find_min_diff((30,5,20,9),4) == 4']","assert find_min_diff((1,5,3,19,18,25),6) == 1",find_min_diff
385,Write a python function to count number of digits in a given string.,"[""assert number_ctr('program2bedone') == 1"", ""assert number_ctr('3wonders') == 1"", ""assert number_ctr('123') == 3"", ""assert number_ctr('3wond-1ers2') == 3""]",assert number_ctr('program2bedone') == 1,number_ctr
386,Write a function to find nth polite number. geeksforgeeks.org/n-th-polite-number/,"['assert is_polite(7) == 11', 'assert is_polite(4) == 7', 'assert is_polite(9) == 13']",assert is_polite(7) == 11,is_polite
387,Write a function to return a list of all pairs of consecutive items in a given list.,"['assert pair_wise([1,1,2,3,3,4,4,5])==[(1, 1), (1, 2), (2, 3), (3, 3), (3, 4), (4, 4), (4, 5)]', 'assert pair_wise([1,5,7,9,10])==[(1, 5), (5, 7), (7, 9), (9, 10)]', 'assert pair_wise([5,1,9,7,10])==[(5, 1), (1, 9), (9, 7), (7, 10)]', 'assert pair_wise([1,2,3,4,5,6,7,8,9,10])==[(1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]']","assert pair_wise([1,1,2,3,3,4,4,5])==[(1, 1), (1, 2), (2, 3), (3, 3), (3, 4), (4, 4), (4, 5)]",pair_wise
388,"Write a python function to count the number of pairs whose sum is equal to ‘sum’. The funtion gets as input a list of numbers and the sum,","['assert get_pairs_count([1,1,1,1],2) == 6', 'assert get_pairs_count([1,5,7,-1,5],6) == 3', 'assert get_pairs_count([1,-2,3],1) == 1', 'assert get_pairs_count([-1,-2,3],-3) == 1']","assert get_pairs_count([1,1,1,1],2) == 6",get_pairs_count
389,Write a python function to get the difference between two lists.,"['assert (Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35])) == [10, 20, 30, 15]', 'assert (Diff([1,2,3,4,5], [6,7,1])) == [2,3,4,5,6,7]', 'assert (Diff([1,2,3], [6,7,1])) == [2,3,6,7]']","assert (Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35])) == [10, 20, 30, 15]",Diff
390,Write a python function to find the sum of fourth power of first n odd natural numbers.,"['assert odd_num_sum(2) == 82', 'assert odd_num_sum(3) == 707', 'assert odd_num_sum(4) == 3108']",assert odd_num_sum(2) == 82,odd_num_sum
391,Write a function to check if the given expression is balanced or not. https://www.geeksforgeeks.org/check-for-balanced-parentheses-in-an-expression/,"['assert check_expression(""{()}[{}]"") == True', 'assert check_expression(""{()}[{]"") == False', 'assert check_expression(""{()}[{}][]({})"") == True']","assert check_expression(""{()}[{}]"") == True",check_expression
392,Write a function to remove all the words with k length in the given string.,"[""assert remove_length('The person is most value tet', 3) == 'person is most value'"", ""assert remove_length('If you told me about this ok', 4) == 'If you me about ok'"", ""assert remove_length('Forces of darkeness is come into the play', 4) == 'Forces of darkeness is the'""]","assert remove_length('The person is most value tet', 3) == 'person is most value'",remove_length
393,Write a function to find the occurrence and position of the substrings within a string. Return None if there is no match.,"[""assert occurance_substring('python programming, python language','python')==('python', 0, 6)"", ""assert occurance_substring('python programming,programming language','programming')==('programming', 7, 18)"", ""assert occurance_substring('python programming,programming language','language')==('language', 31, 39)"", ""assert occurance_substring('c++ programming, c++ language','python')==None""]","assert occurance_substring('python programming, python language','python')==('python', 0, 6)",occurance_substring
394,Write a python function to check whether every odd index contains odd numbers of a given list.,"['assert odd_position([2,1,4,3,6,7,6,3]) == True', 'assert odd_position([4,1,2]) == True', 'assert odd_position([1,2,3]) == False']","assert odd_position([2,1,4,3,6,7,6,3]) == True",odd_position
395,Write a function to count those characters which have vowels as their neighbors in the given string.,"[""assert count_vowels('bestinstareels') == 7"", ""assert count_vowels('partofthejourneyistheend') == 12"", ""assert count_vowels('amazonprime') == 5""]",assert count_vowels('bestinstareels') == 7,count_vowels
396,Write a python function to find the sum of non-repeated elements in a given list.,"['assert find_sum([1,2,3,1,1,4,5,6]) == 21', 'assert find_sum([1,10,9,4,2,10,10,45,4]) == 71', 'assert find_sum([12,10,9,45,2,10,10,45,10]) == 78']","assert find_sum([1,2,3,1,1,4,5,6]) == 21",find_sum
397,Write a function to pack consecutive duplicates of a given list elements into sublists.,"['assert pack_consecutive_duplicates([0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4])==[[0, 0], [1], [2], [3], [4, 4], [5], [6, 6, 6], [7], [8], [9], [4, 4]]', 'assert pack_consecutive_duplicates([10, 10, 15, 19, 18, 18, 17, 26, 26, 17, 18, 10])==[[10, 10], [15], [19], [18, 18], [17], [26, 26], [17], [18], [10]]', ""assert pack_consecutive_duplicates(['a', 'a', 'b', 'c', 'd', 'd'])==[['a', 'a'], ['b'], ['c'], ['d', 'd']]""]","assert pack_consecutive_duplicates([0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4])==[[0, 0], [1], [2], [3], [4, 4], [5], [6, 6, 6], [7], [8], [9], [4, 4]]",pack_consecutive_duplicates
398,"Write a function to count the number of lists within a list. The function should return a dictionary, where every list is turned to a tuple, and the value of the tuple is the number of its occurrences.","['assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]])=={(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}', ""assert unique_sublists([['green', 'orange'], ['black'], ['green', 'orange'], ['white']])=={('green', 'orange'): 2, ('black',): 1, ('white',): 1}"", 'assert unique_sublists([[1, 2], [3, 4], [4, 5], [6, 7]])=={(1, 2): 1, (3, 4): 1, (4, 5): 1, (6, 7): 1}']","assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]])=={(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}",unique_sublists
399,Write a function to find the combinations of sums with tuples in the given tuple list. https://www.geeksforgeeks.org/python-combinations-of-sum-with-tuples-in-tuple-list/,"['assert find_combinations([(2, 4), (6, 7), (5, 1), (6, 10)]) == [(8, 11), (7, 5), (8, 14), (11, 8), (12, 17), (11, 11)]', 'assert find_combinations([(3, 5), (7, 8), (6, 2), (7, 11)]) == [(10, 13), (9, 7), (10, 16), (13, 10), (14, 19), (13, 13)]', 'assert find_combinations([(4, 6), (8, 9), (7, 3), (8, 12)]) == [(12, 15), (11, 9), (12, 18), (15, 12), (16, 21), (15, 15)]']","assert find_combinations([(2, 4), (6, 7), (5, 1), (6, 10)]) == [(8, 11), (7, 5), (8, 14), (11, 8), (12, 17), (11, 11)]",find_combinations
400,Write a python function to check whether the count of divisors is even. https://www.w3resource.com/python-exercises/basic/python-basic-1-exercise-24.php,"['assert count_divisors(10)', 'assert not count_divisors(100)', 'assert count_divisors(125)']",assert count_divisors(10),count_divisors
401,Write a python function to find the sum of all odd length subarrays. https://www.geeksforgeeks.org/sum-of-all-odd-length-subarrays/,"['assert odd_length_sum([1,2,4]) == 14', 'assert odd_length_sum([1,2,1,2]) == 15', 'assert odd_length_sum([1,7]) == 8']","assert odd_length_sum([1,2,4]) == 14",odd_length_sum
402,Write a function to convert rgb color to hsv color. https://www.geeksforgeeks.org/program-change-rgb-color-model-hsv-color-model/,"['assert rgb_to_hsv(255, 255, 255)==(0, 0.0, 100.0)', 'assert rgb_to_hsv(0, 215, 0)==(120.0, 100.0, 84.31372549019608)', 'assert rgb_to_hsv(10, 215, 110)==(149.26829268292684, 95.34883720930233, 84.31372549019608)']","assert rgb_to_hsv(255, 255, 255)==(0, 0.0, 100.0)",rgb_to_hsv
403,Write a function to find the product of first even and odd number of a given list.,"['assert mul_even_odd([1,3,5,7,4,1,6,8])==4', 'assert mul_even_odd([1,2,3,4,5,6,7,8,9,10])==2', 'assert mul_even_odd([1,5,7,9,10])==10']","assert mul_even_odd([1,3,5,7,4,1,6,8])==4",mul_even_odd
404,Write a function to convert tuple string to integer tuple.,"['assert tuple_str_int(""(7, 8, 9)"") == (7, 8, 9)', 'assert tuple_str_int(""(1, 2, 3)"") == (1, 2, 3)', 'assert tuple_str_int(""(4, 5, 6)"") == (4, 5, 6)', 'assert tuple_str_int(""(7, 81, 19)"") == (7, 81, 19)']","assert tuple_str_int(""(7, 8, 9)"") == (7, 8, 9)",tuple_str_int
405,Write a function to locate the right insertion point for a specified value in sorted order.,"['assert right_insertion([1,2,4,5],6)==4', 'assert right_insertion([1,2,4,5],3)==2', 'assert right_insertion([1,2,4,5],7)==4']","assert right_insertion([1,2,4,5],6)==4",right_insertion
406,Write a function that matches a string that has an a followed by three 'b'.,"['assert not text_match_three(""ac"")', 'assert not text_match_three(""dc"")', 'assert text_match_three(""abbbba"")', 'assert text_match_three(""caacabbbba"")']","assert not text_match_three(""ac"")",text_match_three
407,Write a function to create a new tuple from the given string and list.,"['assert new_tuple([""WEB"", ""is""], ""best"") == (\'WEB\', \'is\', \'best\')', 'assert new_tuple([""We"", ""are""], ""Developers"") == (\'We\', \'are\', \'Developers\')', 'assert new_tuple([""Part"", ""is""], ""Wrong"") == (\'Part\', \'is\', \'Wrong\')']","assert new_tuple([""WEB"", ""is""], ""best"") == ('WEB', 'is', 'best')",new_tuple
408,Write a python function to check whether every even index contains even numbers of a given list.,"['assert even_position([3,2,1]) == False', 'assert even_position([1,2,3]) == False', 'assert even_position([2,1,4]) == True']","assert even_position([3,2,1]) == False",even_position
409,Write a function to remove tuples from the given tuple.,"['assert remove_nested((1, 5, 7, (4, 6), 10)) == (1, 5, 7, 10)', 'assert remove_nested((2, 6, 8, (5, 7), 11)) == (2, 6, 8, 11)', 'assert remove_nested((3, 7, 9, (6, 8), 12)) == (3, 7, 9, 12)', 'assert remove_nested((3, 7, 9, (6, 8), (5,12), 12)) == (3, 7, 9, 12)']","assert remove_nested((1, 5, 7, (4, 6), 10)) == (1, 5, 7, 10)",remove_nested
410,Write a python function to count the number of lists in a given number of lists.,"['assert count_list([[1, 3], [5, 7], [9, 11], [13, 15, 17]]) == 4', 'assert count_list([[1,2],[2,3],[4,5]]) == 3', 'assert count_list([[1,0],[2,0]]) == 2']","assert count_list([[1, 3], [5, 7], [9, 11], [13, 15, 17]]) == 4",count_list
411,Write a python function to find the last position of an element in a sorted array.,"['assert last([1,2,3],1) == 0', 'assert last([1,1,1,2,3,4],1) == 2', 'assert last([2,3,2,3,6,8,9],3) == 3']","assert last([1,2,3],1) == 0",last
412,"Write a function that matches a string that has an 'a' followed by anything, ending in 'b'.","['assert text_starta_endb(""aabbbb"")', 'assert not text_starta_endb(""aabAbbbc"")', 'assert not text_starta_endb(""accddbbjjj"")']","assert text_starta_endb(""aabbbb"")",text_starta_endb
413,Write function to find the sum of all items in the given dictionary.,"[""assert return_sum({'a': 100, 'b':200, 'c':300}) == 600"", ""assert return_sum({'a': 25, 'b':18, 'c':45}) == 88"", ""assert return_sum({'a': 36, 'b':39, 'c':49}) == 124""]","assert return_sum({'a': 100, 'b':200, 'c':300}) == 600",return_sum
414,Write a python function to find the sum of all odd natural numbers within the range l and r.,"['assert sum_in_range(2,5) == 8', 'assert sum_in_range(5,7) == 12', 'assert sum_in_range(7,13) == 40']","assert sum_in_range(2,5) == 8",sum_in_range
415,Write a python function to find the sum of an array.,"['assert _sum([1, 2, 3]) == 6', 'assert _sum([15, 12, 13, 10]) == 50', 'assert _sum([0, 1, 2]) == 3']","assert _sum([1, 2, 3]) == 6",_sum
416,Write a function to that rotate left bits by d bits a given number. We assume that the number is 32 bit.,"['assert left_rotate(16,2) == 64', 'assert left_rotate(10,2) == 40', 'assert left_rotate(99,3) == 792', 'assert left_rotate(99,3) == 792', 'assert left_rotate(0b0001,3) == 0b1000', 'assert left_rotate(0b0101,3) == 0b101000', 'assert left_rotate(0b11101,3) == 0b11101000']","assert left_rotate(16,2) == 64",left_rotate
417,Write a function to remove all whitespaces from a string.,"[""assert remove_all_spaces('python  program')==('pythonprogram')"", ""assert remove_all_spaces('python   programming    language')==('pythonprogramminglanguage')"", ""assert remove_all_spaces('python                     program')==('pythonprogram')"", ""assert remove_all_spaces('   python                     program')=='pythonprogram'""]",assert remove_all_spaces('python  program')==('pythonprogram'),remove_all_spaces
418,Write a python function to count the number of equal numbers from three given integers.,"['assert test_three_equal(1,1,1) == 3', 'assert test_three_equal(-1,-2,-3) == 0', 'assert test_three_equal(1,2,2) == 2']","assert test_three_equal(1,1,1) == 3",test_three_equal
419,Write a python function to count the number of rotations required to generate a sorted array. https://www.geeksforgeeks.org/count-of-rotations-required-to-generate-a-sorted-array/,"['assert count_rotation([3,2,1]) == 1', 'assert count_rotation([4,5,1,2,3]) == 2', 'assert count_rotation([7,8,9,1,2,3]) == 3', 'assert count_rotation([1,2,3]) == 0', 'assert count_rotation([1,3,2]) == 2']","assert count_rotation([3,2,1]) == 1",count_rotation
420,Write a function to check whether the given number is a perfect square or not. https://www.geeksforgeeks.org/check-if-given-number-is-perfect-square-in-cpp/,"['assert not is_perfect_square(10)', 'assert is_perfect_square(36)', 'assert not is_perfect_square(14)', 'assert is_perfect_square(14*14)', 'assert not is_perfect_square(125)', 'assert is_perfect_square(125*125)']",assert not is_perfect_square(10),is_perfect_square
421,Write a function to check whether the product of numbers in a list is even or not.,"['assert is_product_even([1,2,3])', 'assert is_product_even([1,2,1,4])', 'assert not is_product_even([1,1])']","assert is_product_even([1,2,3])",is_product_even
422,Write a function that returns the list in a list of lists whose sum of elements is the highest.,"['assert max_sum_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]])==[10, 11, 12]', 'assert max_sum_list([[3,2,1], [6,5,4], [12,11,10]])==[12,11,10]', 'assert max_sum_list([[2,3,1]])==[2,3,1]']","assert max_sum_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]])==[10, 11, 12]",max_sum_list
423,Write a function to find maximum run of uppercase characters in the given string.,"[""assert max_run_uppercase('GeMKSForGERksISBESt') == 5"", ""assert max_run_uppercase('PrECIOusMOVemENTSYT') == 6"", ""assert max_run_uppercase('GooGLEFluTTER') == 4""]",assert max_run_uppercase('GeMKSForGERksISBESt') == 5,max_run_uppercase
424,Write a python function to find the first odd number in a given list of numbers.,"['assert first_odd([1,3,5]) == 1', 'assert first_odd([2,4,1,3]) == 1', 'assert first_odd ([8,9,1]) == 9']","assert first_odd([1,3,5]) == 1",first_odd
425,Write a function to check if the given tuples contain the k or not.,"['assert check_K((10, 4, 5, 6, 8), 6) == True', 'assert check_K((1, 2, 3, 4, 5, 6), 7) == False', 'assert check_K((7, 8, 9, 44, 11, 12), 11) == True']","assert check_K((10, 4, 5, 6, 8), 6) == True",check_K
426,Write a function to check if each element of second tuple is smaller than its corresponding element in the first tuple.,"['assert check_smaller((1, 2, 3), (2, 3, 4)) == False', 'assert check_smaller((4, 5, 6), (3, 4, 5)) == True', 'assert check_smaller((11, 12, 13), (10, 11, 12)) == True']","assert check_smaller((1, 2, 3), (2, 3, 4)) == False",check_smaller
